"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.modifier","Input.asp","Answer.sentiment.label","Approve","Reject"
"3P0I4CQYW8WN227PWVVEAXEJDOQOWH","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:34 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:34 PDT 2022","","","3LRLIPTPE1Y9SIH1N0CVABV7TXNKAV","A3S0MBPBY3XS5N","Submitted","Wed Jun 01 13:42:47 PDT 2022","Wed Jun 01 13:42:55 PDT 2022","Sat Jun 04 13:42:55 PDT 2022","","","","8","50% (1/1)","100% (2/2)","100% (1/1)","not loud","Static","Negative"
"3KWGG5KP7TRQO1G82OG06ZIBQ8TCMH","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:02 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:02 PDT 2022","","","3EA3QWIZ4TKN1JQMTXI0S06MPIJIT3","A33U8RIJRNZRZ2","Submitted","Wed Jun 01 13:42:08 PDT 2022","Wed Jun 01 13:43:40 PDT 2022","Sat Jun 04 13:43:40 PDT 2022","","","","92","100% (2/2)","100% (2/2)","100% (2/2)","clear","output","Very Positive"
"337F8MIIN92QQJWMK4NKP4ZAVSB04H","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:02 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:02 PDT 2022","","","3UN61F00H7EY9GIFIOUB3C1ZWCK5R9","A3JQVOGVJ2OAAX","Submitted","Wed Jun 01 13:50:19 PDT 2022","Wed Jun 01 13:50:44 PDT 2022","Sat Jun 04 13:50:44 PDT 2022","","","","25","100% (23/23)","100% (23/23)","0% (0/0)","perfectly","system","Positive"
"3I7KR83SOK2T0F925STTPWPZVIVK93","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:02 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:02 PDT 2022","","","3A4NIXBJ7HOLEP8853E1Y23MCEHLMJ","A3EBLK7335F8AU","Submitted","Wed Jun 01 13:42:25 PDT 2022","Wed Jun 01 13:44:23 PDT 2022","Sat Jun 04 13:44:23 PDT 2022","","","","118","100% (4/4)","100% (4/4)","100% (4/4)","different","sources","Negative"
"3ZUE82NE1KQI6OYEZPWI9N2J3GW8F0","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:03 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:03 PDT 2022","","","30BUDKLTXOK90CDAWIAB452GHMQ5EQ","A1U1PI0LFRKMVC","Approved","Wed Jun 01 13:41:52 PDT 2022","Wed Jun 01 13:42:10 PDT 2022","Sat Jun 04 13:42:10 PDT 2022","Wed Jun 01 15:15:24 PDT 2022","","","18","100% (5/5)","100% (5/5)","100% (5/5)","supple","pad","Neutral"
"3VI0PC2ZB892R2CF60R0CGSQMQWOXA","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:34 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:34 PDT 2022","","","3GNCZX450TCA39EH0SH36SH6N7TPA1","A33U8RIJRNZRZ2","Submitted","Wed Jun 01 13:43:01 PDT 2022","Wed Jun 01 13:45:14 PDT 2022","Sat Jun 04 13:45:14 PDT 2022","","","","133","100% (2/2)","100% (2/2)","100% (2/2)","not clear","signal","Very Positive"
"3MNJFORX9LTZJ6FC1RPFX3SS1QVF55","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:02 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:02 PDT 2022","","","3VD82FOHK1DGBOZE560FNN24D6JCOC","A2D74QPANDB2I7","Submitted","Wed Jun 01 13:44:17 PDT 2022","Wed Jun 01 13:44:22 PDT 2022","Sat Jun 04 13:44:22 PDT 2022","","","","5","100% (28/28)","100% (28/28)","100% (2/2)","Amazing","works","Very Positive"
"3OWZNK3RZVEW3RTFEXIGLWQJR3J2UQ","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:02 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:02 PDT 2022","","","3LBXNTKX02K17Z63UDDK4ASPJOKX9I","A2VRQML8Q3XYP4","Submitted","Wed Jun 01 13:43:13 PDT 2022","Wed Jun 01 13:43:31 PDT 2022","Sat Jun 04 13:43:31 PDT 2022","","","","18","100% (1/1)","100% (1/1)","100% (1/1)","past","month","N/A"
"3ZG552ORBWTWG6IFJNSLHIS25AS2VF","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:02 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:02 PDT 2022","","","3NPI0JQDAZUFI5DQ6S8K1X7YBWEPTM","A3BJX6UUSOIKFN","Submitted","Wed Jun 01 13:43:08 PDT 2022","Wed Jun 01 13:43:18 PDT 2022","Sat Jun 04 13:43:18 PDT 2022","","","","10","100% (5/5)","100% (5/5)","100% (3/3)","single","transmitter","Very Positive"
"39O0SQZVKXWB90Y4GF46CCK7VK1R7R","3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D","Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.","Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.","sentiment, text","$0.01","Wed Jun 01 13:41:34 PDT 2022","1","BatchId:4752398;OriginalHitTemplateId:928390909;","180","259200","Wed Jun 08 13:41:34 PDT 2022","","","3URFVVM16G7OWMULT6WWXRVE49SZU8","A3ENQKD0V9VHBF","Submitted","Wed Jun 01 13:43:16 PDT 2022","Wed Jun 01 13:43:20 PDT 2022","Sat Jun 04 13:43:20 PDT 2022","","","","4","100% (3/3)","100% (3/3)","100% (3/3)","not loose","head","Positive"
